show_id,title,date_added,release_year,duration,description,tipo_id,rating_id
s3837,In Family I Trust,2019-05-10,2018,98,"After her partner cheats on her, an architect returns to her hometown to reassess her life with the help of her eccentric family. Based on the novel.",0,0
s3842,Wine Country,2019-05-10,2019,104,"When longtime friends meet up for a wine-soaked birthday getaway in Napa Valley, their perfectly planned weekend turns messier by the minute.",0,4
s3843,Gatao 2: Rise of the King,2019-05-09,2018,126,"When a zealous gang leader plans to take out a friend-turned-rival for control of his turf, internal tensions complicate the battle to be the boss.",0,0
s3859,The Wandering Earth,2019-05-06,2019,125,A looming collision with Jupiter threatens Earth as humans search for a new star. The planet's fate now lies in the hands of a few unexpected heroes.,0,0
s3861,Crime Diaries: Night Out,2019-05-03,2019,1,"After going to a Halloween party, college student Luis Andrés Colmenares is found dead. Was it an accident or murder? Inspired by true events.",1,0
s3863,Despite Everything,2019-05-03,2019,79,"After their mother's death, four sisters learn a shocking family secret and embark on an adventure to discover the truth about their genealogy.",0,0
s3864,"Extremely Wicked, Shockingly Evil and Vile",2019-05-03,2019,110,Single mother Liz falls for Ted Bundy and refuses to believe the truth about his crimes for years. A drama based on a true story.,0,4
s3866,Jo Pil-ho: The Dawning Rage,2019-05-03,2018,128,"On the run from a dogged internal affairs agent, a corrupt cop reluctantly teams up with a defiant teen to unravel a conspiracy – before it's too late.",0,0
s3867,The Last Summer,2019-05-03,2019,110,"Teens from a Chicago high school grapple with their dreams, relationships and identities in a transformative summer before they leave for college.",0,1
s3869,Laatu,2019-05-02,2018,116,A man who hopes to bring light to his village must compete with an officer from the electricity department to win over the love of his life.,0,5
s3870,Olympus Has Fallen,2019-05-02,2013,119,A disgraced Secret Service agent must come to the rescue when Korean terrorists descend on the White House and take the president hostage.,0,4
s3872,John & Yoko: Above Us Only Sky,2019-05-01,2018,90,"Featuring interviews and never-before-seen footage, this film tells the story behind John Lennon and Yoko Ono’s seminal 1971 album, “Imagine.”",0,0
s3873,Knock Down The House,2019-05-01,2019,88,Go behind the scenes as four determined women – including Alexandria Ocasio-Cortez – challenge big-money politicians in the 2018 race for Congress.,0,3
s3874,Munafik 2,2019-05-01,2018,104,"Haunted by terrifying visions, a Muslim healer finds his faith tested when he helps a woman locked in battle, body and soul, with a diabolical leader.",0,0
s3875,Sur Sapata,2019-05-01,2019,140,A group of small-town students goes for glory by competing in a statewide kabaddi tournament 25 years after their school's championship victory.,0,1
s3876,A Home with A View,2019-04-30,2019,92,"When a neighbor blocks their view of the city with a commercial billboard, a Hong Kong family resorts to drastic, imaginative measures to take it down.",0,0
s3878,Anthony Jeselnik: Fire in the Maternity Ward,2019-04-30,2019,64,"Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York.",0,0
s3886,Teen Aur Aadha,2019-04-29,2018,119,"At a 50-year-old house that served as a school, a brothel, and now a home, tales unfold of the residents who have lived there, longing for an escape.",0,0
s3889,Loving is Losing,2019-04-26,2019,91,"When a newly single photographer is forced to work with a longtime rival, the battle of their egos turns into a chance for love.",0,0
s3890,Money Trap,2019-04-26,2019,122,"When his daughter and son-in-law fall prey to a scam, Istanbul con man Asım Noyan meets his match in a madcap kingpin of an underground gambling world.",0,0
s3891,Njan Prakashan,2019-04-26,2018,125,"Yearning for a lavish life abroad, an entitled, lazy sexist crafts a scam to ditch his thankless nursing job and find a wealthy spouse to secure a visa.",0,5
s3895,A Fortunate Man,2019-04-20,2018,168,"A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite, but the pride propelling him threatens to be his ruin.",0,0
s3900,Music Teacher,2019-04-19,2019,102,A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be.,0,1
s3904,Someone Great,2019-04-19,2019,92,"On the heels of a blindsiding breakup, music journalist Jenny braces for a new beginning – and one last adventure with her closest friends.",0,4
s3905,The Ruthless,2019-04-19,2019,111,A rebellious teen grows up to become one of Milan's most ambitious criminals during the golden years of the 'ndrangheta Mafia in the 1980s.,0,0
s3906,A Little Chaos,2019-04-17,2014,113,"A willful young woman is hired to design a garden at Versailles for Louis XIV. Soon, she's ensnared in political and romantic complications.",0,4
s3907,Franco Escamilla: Bienvenido al mundo,2019-04-17,2019,54,"Comedian Franco Escamilla shares stories about parenting his children when they get into trouble, with reflections on gender, friendship and romance.",0,0
s3909,About Time,2019-04-16,2013,123,"When Tim learns that the men in his family can travel in time and change their own lives, he decides to go back and win the woman of his dreams.",0,4
s3911,Bollywood Calling,2019-04-15,2001,102,A down-and-out Hollywood actor is utterly unprepared for the eccentricities that await when an Indian producer offers him a role in a Bollywood film.,0,0
s3912,Ek Khiladi Ek Haseena,2019-04-15,2005,141,"Indebted to a gangster, a grifter assembles a band of fellow swindlers to attempt his biggest scam yet, but it's soon clear that no one can be trusted.",0,1
s3914,Hazaaron Khwaishein Aisi,2019-04-15,2003,111,"In a politically charged India of the 1970s, three friends are transformed by personal ideologies, dangerous ambitions and matters of the heart.",0,0
s3915,Jhankaar Beats,2019-04-15,2003,131,"Juggling personal predicaments and workplace woes, three buddies and bandmates practice for their ultimate dream: winning a coveted music competition.",0,1
s3916,Mumbai Matinee,2019-04-15,2003,116,"Still a virgin at 32 years old, a frustrated advertising agent gets the shock of his life when an unlikely chain of events turns him into a porn star.",0,1
s3917,Rainbow Jelly,2019-04-15,2018,119,"Mistreated by his cruel uncle, an imaginative orphan with autism sees hope when a fairy vows to change his life with a week of enchanted recipes.",0,1
s3918,Shabd,2019-04-15,2005,146,"When a novelist seeks inspiration by urging his wife to have an affair, the line between his story and his real life grows disconcertingly blurry.",0,1
s3919,Shortcut Safari,2019-04-15,2016,101,Unexpected wildlife adventures and valuable life lessons await seven city kids when they suddenly become lost in the forest during a school field trip.,0,5
s3920,Thriller,2019-04-14,2018,87,"When a prank goes wrong, a shy kid from Compton is sent away for murder. Four years later, he’s back and out for revenge on homecoming weekend.",0,0
s3922,Who Would You Take to a Deserted Island?,2019-04-13,2019,94,"On their last night together, four longtime flatmates' lives are suddenly upended when a secret is revealed during the course of an evening celebration.",0,0
s3923,Dabbe 5: Zehr-i Cin,2019-04-12,2014,133,"When Dilek becomes haunted by evil spirits and loses control of her body, she seeks the help of a woman with dark secrets to cure her.",0,0
s3924,Dabbe: The Possession,2019-04-12,2013,135,"Ahead of her wedding, Kübra is possessed by demons. When an examination reveals more horror, her friend, a psychiatrist, tries to perform an exorcism.",0,0
s3927,The Perfect Date,2019-04-12,2019,91,"To earn money for college, a high schooler launches an app offering his services as a fake date. But when real feelings emerge, things get complicated.",0,1
s3929,Persona,2019-04-11,2019,1,An exploration of different personas in an eclectic collection of four works by critically acclaimed Korean directors.,1,0
s3930,Liss Pereira: Reteniendo líquidos,2019-04-10,2019,59,"A pregnant Liss Pereira shares hilariously uncomfortable truths about sex, love, attraction and the lies we tell in modern relationships.",0,1
s3931,The Silence,2019-04-10,2019,91,"With the world under attack by deadly creatures who hunt by sound, a teen and her family seek refuge outside the city and encounter a mysterious cult.",0,2
s3933,Sarvam Thaala Mayam (Telugu Version),2019-04-08,2018,131,"An aspiring musician battles age-old caste divides to be able to learn the art of a classical instrument from a traditionalist, veteran percussionist.",0,1
s3936,Alien Warfare,2019-04-05,2019,88,The U.S. Navy Seal team tackles a top-secret mission at a research center where scientists have mysteriously disappeared and another life form awaits.,0,0
s3940,Petta,2019-04-05,2019,170,"An affable, newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated, violent past.",0,1
s3946,Unicorn Store,2019-04-05,2019,92,"After failing out of art school and taking a humdrum office job, a whimsical painter gets a chance to fulfill her lifelong dream of adopting a unicorn.",0,1
s3949,Suzzanna: Buried Alive,2019-04-03,2018,126,"After a pregnant woman is murdered, her spirit seeks revenge against her increasingly terrified killers, who are determined to finish her off for good.",0,0
s3951,Ek Ladki Ko Dekha Toh Aisa Laga,2019-04-02,2019,120,"As her family seeks to marry her off and a hopeful writer pursues her, a small-town woman struggles to reveal the long-hidden truth about who she loves.",0,1
s3952,Jagat,2019-04-02,2015,76,"In early 1990s Malaysia, a Tamilian boy faces pressure from his immigrant father to focus on school but is drawn to his uncles’ lives of crime.",0,0
s3953,Kevin Hart: Irresponsible,2019-04-02,2019,60,"As a father of three on his second marriage, Kevin Hart proves that being him is indeed a tall order in a fresh special inspired by his own mistakes.",0,0
s3955,Love O2O,2019-04-01,2016,103,A college stud tries to level up his relationship with a computer science major after becoming attracted to her skills in an online role-playing game.,0,1
s3956,Pinky Memsaab,2019-04-01,2018,124,"When a guileless young woman becomes the domestic worker in a wealthy Dubai household, her bond with her posh employer changes both of their lives.",0,0
s3958,The Trap,2019-04-01,2017,91,A man returns home to Atlanta to try and turn around his family's struggling restaurant with the help of a new chicken recipe.,0,0
s3960,Mercy Black,2019-03-31,2019,88,"Fifteen years after a traumatic crime, a woman is released from psychiatric care and tries to drive out an evil spirit that continues to haunt her.",0,1
s3961,The Burial of Kojo,2019-03-31,2018,81,"When a man is left to die inside an illegal gold mine, his daughter travels through a magical landscape to save him.",0,1
s3963,15 August,2019-03-29,2019,124,"On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy.",0,1
s3964,Bayonet,2019-03-29,2019,102,"Alone in Finland, a retired Mexican boxer lives in desolation under the weight of an agonizing past, until he gets a shot at redemption in the ring.",0,0
s3967,The Highwaymen,2019-03-29,2019,132,Two steely former Texas Rangers are tasked with tracking and killing infamous criminals Bonnie and Clyde in this crime drama based on real events.,0,4
s3973,Danur: I Can See Ghosts,2019-03-27,2017,75,"Adapted from a best-selling novel, this horror film shows Risa befriending ghosts until an evil spirit tries to take her sister to the other side.",0,0
s3974,Verses of Love,2019-03-27,2008,126,"Polygamy, piety and personal principles collide for a charming and congenial young university student struggling in a four-way love triangle.",0,5
s3975,Nate Bargatze: The Tennessee Kid,2019-03-26,2019,61,"Comic Nate Bargatze touches on air travel, cheap weddings, college football, chocolate milk and the perils of ordering coffee in this stand-up special.",0,5
s3976,Sei,2019-03-25,2018,126,"An aspiring yet aimless actor takes over his ailing father's job as an ambulance driver, unwittingly getting involved in an organ-trafficking network.",0,1
s3978,Superlopez,2019-03-24,2018,108,"In this adaptation of the comic strip, Juan López must balance an office job with heroic feats to save the love of his life and native planet Chitón.",0,0
s3979,Oversize Cops,2019-03-23,2017,100,"While investigating a bank robbery, a squad of overweight police officers undergoes rigorous training to shed pounds.",0,0
s3983,Mirage,2019-03-22,2018,129,"A space-time continuum glitch allows Vera to save a boy's life 25 years earlier, but results in the loss of her daughter, whom she fights to get back.",0,0
s3986,The Dirt,2019-03-22,2019,108,"In this unflinching biopic based on Mötley Crüe's best-selling book, four LA misfits navigate the monster highs and savage lows of music superstardom.",0,0
s3991,The Amazing Praybeyt Benjamin,2019-03-21,2014,105,"Now a celebrity, Benjie is tasked with taking care of a General's young son, who has information about a looming terrorist threat.",0,1
s3992,The Super Parental Guardians,2019-03-21,2016,115,"Following his best friend's death, Arci takes charge of her two boisterous children with some help from their gang-affiliated uncle.",0,1
s3993,The Third Party,2019-03-21,2016,118,"When aspiring fashion designer Andi reconnects with her ex-boyfriend Max, she's surprised to learn that he's in a relationship with a man.",0,0
s3994,The Unmarried Wife,2019-03-21,2016,130,"Tired of her husband's cheating, Anne begins a passionate new relationship – while still wondering if she should give her marriage another chance.",0,0
s3995,Vince and Kath and James,2019-03-21,2016,115,"Love can be complicated, especially when Vince agrees to secretly woo Kath via text on behalf of James – while falling for her, too.",0,5
s3996,Alexis Viera: A Story of Surviving,2019-03-20,2019,69,"After being shot during a robbery in Colombia and losing sensation in his legs, Uruguayan soccer star Alexis Viera finds a new sense of purpose.",0,0
s3998,Imago,2019-03-20,2018,97,"A teen with vitiligo struggles with self-doubt and anxiety until a new schoolteacher sees her through a different lens, and urges her to do the same.",0,5
s4000,Amy Schumer Growing,2019-03-19,2019,61,"Amy Schumer spills on her new marriage, personal growth, making a baby and her mom's misguided advice in a special that's both raunchy and sincere.",0,0
s4001,5 Flights Up,2019-03-17,2014,92,"A couple finds unexpected drama when, after 40 years of living in the same Brooklyn walk-up, they attempt to sell their apartment and buy a new one.",0,2
s4003,Bombairiya,2019-03-15,2018,108,"A PR agent trying to find her stolen phone, a politician in trouble, and a fading celebrity find their lives intertwining in unexpected, messy ways.",0,0
s4004,Burn Out,2019-03-15,2017,104,"When his son's mom runs afoul of Paris's criminal underworld, a thrill-seeking superbike racer begins moonlighting as a drug courier to clear her debt.",0,0
s4005,Edoardo Ferrario: Temi Caldi,2019-03-15,2019,65,"Italian comedian Edoardo Ferrario riffs on life at 30 and unpacks the peculiarities of global travel, social media and people who like craft beer.",0,0
s4006,Girl,2019-03-15,2018,106,Fifteen-year-old ballet dancer Lara faces physical and emotional hurdles as she prepares for gender confirmation surgery. Inspired by a true story.,0,4
s4008,Jeff Dunham: Arguing with Myself,2019-03-15,2006,69,"Playing straight man to partners half his size, ventriloquist Jeff Dunham – one of America's funniest comics – slays audiences across the country.",0,0
s4009,Jeff Dunham: Controlled Chaos,2019-03-15,2011,97,"Politically incorrect and often raunchy humor pepper ventriloquist Dunham's live concert performance featuring characters Walter, Achmed and Peanut.",0,0
s4010,Jeff Dunham: Minding the Monsters,2019-03-15,2012,80,"Jeff Dunham returns with a haunted house full of his hysterical entourage, and each character stars in its own horror movie trailer.",0,0
s4011,Jeff Dunham's Very Special Christmas Special,2019-03-15,2008,85,"Politically incorrect, sometimes raunchy ventriloquist Jeff Dunham is joined by his irreverent cast of characters in this hilarious Christmas special.",0,0
s4012,Late Life: The Chien-Ming Wang Story,2019-03-15,2018,98,Injuries sidelined the bright career of New York Yankees pitcher Chien-Ming Wang. This documentary captures his relentless battle back to the majors.,0,1
s4014,Paskal,2019-03-15,2018,115,Naval unit PASKAL is among the most elite special forces in Malaysia. But all bets are off when one of its own stages a hijacking. Based on true events.,0,1
s4018,A Love Story,2019-03-14,2007,117,"Self-made millionaire Ian thinks he's found happiness when he marries caring Joanna, but his love is put to the test when he meets stewardess Karyn.",0,1
s4019,Barcelona: A Love Untold,2019-03-14,2016,132,"While pursuing a degree in Spain, an architecture student struggling with grief meets a fellow expatriate trying to flee a difficult family life.",0,1
s4020,Everything About Her,2019-03-14,2016,127,A hard-driving real estate tycoon who becomes ill with cancer hires a medical caretaker who helps her begin to mend fences with her estranged son.,0,0
s4021,Finally Found Someone,2019-03-14,2017,125,"After a woman is very publicly left at the altar, the PR expert hired to fix the situation winds up falling in love with her.",0,1
s4022,Seven Sundays,2019-03-14,2017,128,"A dying father asks his busy and grown children to spend their Sundays with him, forcing his family to confront their issues before it's too late.",0,0
s4025,Triple Frontier,2019-03-13,2019,126,"Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences.",0,4
s4032,Hajwala 2: Mysterious Mission,2019-03-08,2018,116,"In this sequel, a group of expert drivers skilled in drifting and high-speed racing is recruited to perform obscure tasks for a shadowy gang.",0,1
s4034,Juanita,2019-03-08,2019,90,"Burdened by troubles in life and love, a mother of three grown children searches for hope and healing on an impromptu trip to Paper Moon, Montana.",0,0
s4035,Lady J,2019-03-08,2019,111,"When her romance with a lustful marquis takes an unwelcome turn, a wealthy widow concocts a scheme to get revenge – with help from a younger woman.",0,0
s4037,Walk. Ride. Rodeo.,2019-03-08,2019,100,"In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story.",0,5
s4038,Nappily Ever After,2019-03-07,2018,99,"When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover.",0,0
s4039,Sisterakas,2019-03-07,2012,105,"Two half siblings separated by family conflict cross paths as adults at a fashion agency – but one of them has a vendetta, unbeknownst to the other.",0,1
s4040,Starting Over Again,2019-03-07,2014,128,"An architecture student and a history professor fall in love, pursue a dream, split up and bump into each other years later. Can there be a second chance?",0,1
s4041,That Thing Called Tadhana,2019-03-07,2015,91,"A devastating breakup with her boyfriend may be the start of a new beginning for Mace, thanks to an adventurous and kind stranger named Anthony.",0,0
s4042,The Love Affair,2019-03-07,2015,127,"Feeling betrayed by their romantic partners' infidelity, Adrianne and Vince struggle to forgive while finding comfort with each other.",0,0
s4046,The Hard Way,2019-03-05,2019,94,"After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge.",0,0
s4047,Everyday I Love You,2019-03-04,2015,124,"While patiently waiting for her boyfriend to come out of his coma, Audrey finds herself falling for the caring and successful Ethan.",0,1
s4048,No Other Woman,2019-03-04,2011,103,"A happily married man gives in to temptation when a wealthy client pursues him, setting off a torrid love triangle.",0,0
s4049,River's Edge,2019-03-02,2018,118,"High schooler Haruna befriends loner Yamada, then is drawn into the tangled relationship between him, a model and the girl who loves him unreasonably.",0,0
s4052,"2,215",2019-03-01,2018,89,"This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017.",0,0
s4054,Budapest,2019-03-01,2018,103,"Two best friends put their careers and marriages on the line when they launch a business hosting outrageous, anything-goes bachelor parties in Hungary.",0,0
s4059,Pants on Fire,2019-03-01,2014,87,Jealous girlfriends and aliens are just some of the things Jack lied about to become popular. Now the lies are coming to life and ruining everything.,0,8
s4060,Paranormal Investigation,2019-03-01,2018,93,"When a young man becomes possessed after playing a Ouija game, a ghost hunter investigates the evil spirit dwelling within him.",0,1
s4061,Radio Rebel,2019-03-01,2012,90,"Shy student Tara has a secret identity: She is smooth-talking Radio Rebel, a DJ who lends her voice to all kids, popular and unpopular alike.",0,8
s4063,The Boy Who Harnessed the Wind,2019-03-01,2019,114,"Inspired by a science book, 13-year-old William Kamkwamba builds a wind turbine to save his Malawian village from famine. Based on a true story.",0,5
s4065,The Last Runway,2019-03-01,2018,107,An ex-colonel forms a special paramilitary group focused on combatting drug trafficking on the Paraguayan border.,0,0
s4066,The Spiderwick Chronicles,2019-03-01,2008,97,"When city-raised twins move to a tumbledown country mansion, it's quite an adjustment – especially after they uncover a magical fantasy world.",0,3
s4067,Your Son,2019-03-01,2018,103,"After his son is brutally beaten outside a nightclub, a surgeon takes the law into his own hands and seeks vengeance against the perpetrators.",0,0
s4068,Quién te cantará,2019-02-28,2018,125,"When a near-drowning leaves a famous singer from the '90s with amnesia, she hires a karaoke singer who can imitate her to prep her for a comeback tour.",0,0
s4069,A Second Chance,2019-02-27,2015,130,"Following their storybook wedding, Popoy and Basha find married life – and starting a business together – more challenging than they ever imagined.",0,0
s4070,Beauty and the Bestie,2019-02-27,2015,119,"Finding himself in a desperate situation, undercover agent Emman asks his former best friend, Erika, to join him on a dangerous mission.",0,1
s4071,Bride For Rent,2019-02-27,2014,110,"Rocco needs to hire a bride so he can access his trust fund. Rocky desperately needs a job. Their marriage starts out fake, but ends up as much more.",0,5
s4072,Can't Help Falling in Love,2019-02-27,2017,120,"Gab is eager to tie the knot with her handsome boyfriend, but there's a problem, and it's a doozy: She's already married to a total stranger.",0,1
s4073,Evening Shadows,2019-02-27,2018,102,"When her son comes out to her as gay, a religious mother struggles to reconcile his truth with her own beliefs and their orthodox family values.",0,5
s4074,Four Sisters and a Wedding,2019-02-27,2013,125,"Four sisters unite to stop their young brother's pending nuptials upon meeting his fiancée’s demanding family, revealing long-simmering family issues.",0,1
s4075,It Takes a Man and a Woman,2019-02-27,2013,127,"Laida and Miggy used to be in love, but now they're forced to work together in a professional capacity – and neither is completely over their past.",0,5
s4076,My Ex & Whys,2019-02-27,2017,121,"Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back.",0,1
s4077,She's Dating the Gangster,2019-02-27,2014,113,"To make another woman jealous, a campus heartthrob asks a fellow student to be his pretend girlfriend, but fate has other plans for the fake couple.",0,1
s4078,The Breakup Playlist,2019-02-27,2015,118,A rock musician and a law student whose true passion is music fall in love and pursue a romance that complicates both of their blossoming careers.,0,0
s4079,The Mistress,2019-02-27,2012,132,The mistress of a wealthy businessman is torn between her loyalty to him and her love for a young architect connected to her in unexpected ways.,0,0
s4081,Zach Galifianakis: Live at the Purple Onion,2019-02-26,2006,61,"The unorthodox, piano-playing stand-up star Zach Galifianakis makes a splash on the scene and serves up a healthy dose of his signature wit.",0,0
s4082,Life of An Outcast,2019-02-25,2018,80,"When authorities jail his son for rejecting religious bias, a poor father’s struggle to bail him out highlights rural India’s enduring casteism.",0,5
s4083,The Photographer Of Mauthausen,2019-02-23,2018,110,A Catalán prisoner at a Nazi concentration camp uses his office job to steal photo negatives of the atrocities committed there. Based on true events.,0,0
s4084,Bert Kreischer: The Machine,2019-02-22,2016,70,"From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special.",0,0
s4086,Firebrand,2019-02-22,2019,117,"While she successfully advocates for her female clients in difficult divorce cases, a lawyer’s trauma from sexual assault impacts her own marriage.",0,0
s4087,Paddleton,2019-02-22,2019,89,"After he's diagnosed with terminal cancer, middle-aged Michael asks his neighbor friend Andy to help him end his life before the disease does.",0,0
s4088,Paris Is Us,2019-02-22,2019,84,"Amid a turbulent romance and rising tensions in Paris, a young woman finds herself caught in a dizzying spiral of dreams, memories and what-ifs.",0,0
s4089,Shonar Pahar,2019-02-22,2018,131,An older woman's unique friendship with a young boy inspires her to examine the strained relationship she shares with her married son.,0,5
s4092,The Drug King,2019-02-21,2018,139,A petty smuggler from Busan dives headfirst into illicit drug trafficking in the 1970s and rises to become king of narcotics exports to Japan.,0,0
s4093,Kevin James: Sweat the Small Stuff,2019-02-20,2001,42,The film and television star riffs on life's many royal pains in this hourlong special taped at New York City's Hudson Theatre in 2001.,0,5
s4094,Transformer,2019-02-20,2017,79,Powerlifter Matt Kroczaleski faced his greatest challenge when he came out as transgender. This documentary captures his transition into a woman.,0,0
s4095,Genius,2019-02-17,2018,96,Extreme pressure from his father to excel at school during childhood has dangerous psychological effects on a brilliant but suicidal man’s adult life.,0,1
s4096,Black Sea,2019-02-16,2015,114,"A hard-driving submarine captain is hired to steal gold from a sunken Nazi sub, but there's no honor among thieves during this underwater heist.",0,4
s4098,Awe,2019-02-15,2018,111,"Disparate characters, including an aspiring time traveler, a phony chef, a drug-addicted waitress and several others, share a surprising connection.",0,0
s4099,Ayana,2019-02-15,2017,112,"With his carefree bachelor days behind him, a young entrepreneur’s ambitions for adulthood come with some painful personal and professional decisions.",0,0
s4101,Buddies,2019-02-15,2012,103,"Inspired by the movie ""Thelma & Louise,"" three young people with Down syndrome leave the institution where they live to take a road trip together.",0,0
s4102,Candyflip,2019-02-15,2017,104,"On the incandescent shores of Goa, a young man tumbles down a mind-bending – and soon dangerous – series of trips after taking hallucinatory drugs.",0,0
s4103,Chameli,2019-02-15,2004,102,"While taking shelter from a Mumbai monsoon, an investment banker forms an unlikely connection with a naïve prostitute over the course of the night.",0,1
s4104,Fatso,2019-02-15,2012,97,"Killed too soon due to a clerical error in heaven, a man is sent back to earth with a new lease on life, this time in the body of his portly friend.",0,1
s4105,Hjørdis,2019-02-15,2015,1,"This miniseries spinoff of ""Rita"" follows teacher Hjørdis as she plans a school play on bullying featuring a cast of socially awkward students.",1,0
s4107,Neevevaro,2019-02-15,2018,132,"When a blind chef’s girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye.",0,1
s4108,Pyaar Ke Side Effects,2019-02-15,2006,120,"A commitment-phobe agrees to marry his girlfriend, setting in motion a series of hilarious mishaps that has him questioning what he got himself into.",0,0
s4109,Sur: The Melody of Life,2019-02-15,2002,137,"A renowned music teacher mentors a promising young singer, but when her fame begins to overshadow his own, he lets jealousy and competition take over.",0,1
s4111,The Breaker Upperers,2019-02-15,2018,82,"For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one of them grows a conscience, their friendship begins to unravel.",0,0
s4113,Ugly Aur Pagli,2019-02-15,2008,115,"Everyday guy Kabir is thrown for a loop when he meets Kuhu, a freewheeling party girl. Now, he's a changed man, dancing, running half-naked through the streets and donning ladies' shoes at her whim.",0,1
s4114,Yucatán,2019-02-15,2018,130,Competing con artists attempt to creatively and ruthlessly swindle a fatherly lottery winner while on a lively cruise from Spain to Mexico.,0,0
s4116,"Ken Jeong: You Complete Me, Ho",2019-02-14,2019,62,"In his first-ever stand-up special, Ken Jeong pays tribute to his wife and shares stories about Hollywood and how ""The Hangover"" saved his life.",0,0
s4121,High Flying Bird,2019-02-08,2019,91,"When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure.",0,0
s4122,Kevin Hart's Guide to Black History,2019-02-08,2019,63,Kevin Hart highlights the fascinating contributions of black history’s unsung heroes in this entertaining – and educational – comedy special.,0,5
s4124,ReMastered: The Two Killings of Sam Cooke,2019-02-08,2019,74,"While Sam Cooke rose to stardom as a soul singer, his outspoken views on civil rights drew attention that may have contributed to his death at age 33.",0,0
s4125,The Tree of Blood,2019-02-08,2018,136,"As a young couple write the story of their families' shared history, both reveal their relatives' dark secrets and one must make a painful confession.",0,0
s4129,"Ray Romano: Right Here, Around the Corner",2019-02-05,2019,59,"Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began.",0,0
s4134,Await Further Instructions,2019-02-02,2018,91,"A family’s tense reunion turns terrifying when they get trapped in their home by an unknown force, and sinister commands begin appearing on their TV.",0,0
s4135,Manusangada,2019-02-02,2017,93,"When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court.",0,1
s4137,Dear Ex,2019-02-01,2018,100,"A teen navigates a bitter feud between his willful mom and a free-spirited man, who's the lover and insurance beneficiary of his recently deceased dad.",0,0
s4139,Lego DC Comics: Batman Be-Leaguered,2019-02-01,2014,22,"When Superman and the other Justice League superheroes start disappearing, it's up to Batman to unravel the caper and save the day.",0,7
s4140,LEGO Marvel Super Heroes: Black Panther,2019-02-01,2018,22,"When Thanos joins forces with villains Killmonger and Klaue to destroy Earth, Black Panther rushes to stop them from stealing Wakanda's vibranium.",0,7
s4147,Velvet Buzzsaw,2019-02-01,2019,113,"A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences.",0,4
s4148,Hantu Kak Limah,2019-01-31,2018,110,"When Kak Limah turns up dead shortly after her marriage to a much younger man, her pesky ghost haunts the villagers, who can't seem to get rid of her.",0,5
s4149,Love Off the Cuff,2019-01-31,2017,120,Cherie and Jimmy's relationship is in a rut – until Cherie's estranged father shows up and a woman from Jimmy's past shows up with a hidden agenda.,0,0
s4152,Virsa,2019-01-30,2010,127,A man is disheartened when he visits his well-to-do son and grandkids in Australia and sees they have detached from their traditional Indian morals.,0,1
s4153,Bhasmasur,2019-01-29,2017,74,"In this heart-wrenching coming-of-age story, a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey.",0,1
s4155,High Society,2019-01-29,2018,137,"A deputy curator of a chaebol-funded art gallery and her husband, a politically ambitious economics professor, will do anything to join the über-elite.",0,0
s4156,Up Among  The Stars,2019-01-29,2018,86,"A grieving filmmaker struggling to keep custody of his young son after his wife's death uses magical, imaginary stories to maintain their bond.",0,0
s4158,Habibie & Ainun,2019-01-28,2012,125,"This companion to 2016's ""Rudy Habibie"" traces the relationship between Indonesia’s third president and his wife behind the scenes of their public lives.",0,1
s4159,Nathicharami,2019-01-28,2018,114,"Reeling from the loss of her husband, a widow struggles to fulfill her physical and emotional desires despite social taboos around female sexuality.",0,0
s4160,Rudy Habibie,2019-01-28,2016,143,"A biopic that explores the hardships and triumphs of the early life of B. J. Habibie, a transformative president of Indonesia.",0,1
s4161,Surga Yang Tak Dirindukan,2019-01-28,2015,121,"After saving an unwed expectant mother who's injured in a car accident, a happily married man takes her as his second wife – without telling his first.",0,1
